Obstacle Density;Mobility (m/s);Frequency (GHz);Transmit Power (dBm);Number of Antennas;Codebook Size;Bandwidth (MHz);Interference Level (dB);SIFT Keypoints;Beamforming Gain (dB);Latency (ms);Energy Consumption (kWh/Gb);Throughput (Mbps);Beam Training Time (s);SNR Improvement (dB);Processing Time (ms);Memory Usage (MB);Environment_Outdoor;Device Type_IoT Sensor;Device Type_Smartphone;Optimized
4;2.45335599;150;22.6770606;512;32;400;-68.82941343;214;23.02445527;1.430197387;0.027851467;392.8644661;0.115192591;7.802517499;4.982262644;194;False;False;True;0
6;0.640534099;100;25.94754686;128;32;400;-51.47226646;382;14.4207227;2.723440689;0.026436863;279.4963033;0.170864434;10.26917559;3.408983717;474;False;True;False;0
8;1.517558079;28;34.62936388;256;32;50;-72.05233799;136;10.02718051;2.50571242;0.031543335;670.4338656;0.108524834;13.5913285;4.915767249;338;True;False;False;0
1;2.522109084;150;29.20013588;128;32;400;-83.18031383;401;13.35727129;2.630750135;0.020017736;612.1602984;0.124730999;18.01945655;2.460326533;341;False;False;True;0
8;2.198404634;150;20.85903745;64;32;400;-74.04891532;212;15.1066162;7.047494973;0.045642208;444.3299413;0.093102816;18.94022787;2.832095282;312;True;False;True;0
7;1.626711616;100;21.16104804;128;64;100;-51.03683543;134;24.86479254;5.135349709;0.023323422;393.2470179;0.16638816;10.04054496;4.00944577;160;False;False;True;0
1;1.771043071;150;25.46930193;128;32;400;-65.18187837;231;17.85312391;9.926009905;0.015900953;313.8527802;0.185527169;6.006626923;4.170801802;242;False;False;False;0
2;1.525081641;150;26.63413021;256;64;50;-66.4011931;435;13.07070921;3.041973233;0.013862019;581.9124781;0.1314375;11.32429547;1.932132213;402;False;True;False;0
3;0.892645354;28;22.51777315;64;128;100;-87.96592051;435;15.02227517;3.797470909;0.010536917;927.0124879;0.165948665;10.91516215;4.719204345;325;True;False;False;1
1;1.695065979;28;26.12153057;256;256;50;-62.81987412;476;14.95461531;9.858166451;0.026914243;717.1327463;0.021210633;19.79730602;4.469692487;507;False;False;True;0
9;2.066655906;28;10.58831236;128;32;200;-62.48640853;327;10.2958862;8.485823267;0.01750444;769.9732426;0.182161233;11.46591866;1.072821212;270;False;True;False;0
8;2.619968748;60;20.7405716;512;256;50;-84.13555081;246;12.02774581;5.228192986;0.010865916;850.9400773;0.045895763;9.58584499;1.514272423;355;True;False;False;0
2;1.908874062;60;16.9734519;128;64;50;-75.81430838;221;20.4279469;5.99137197;0.030800782;416.471476;0.058738881;10.48066062;2.984388426;247;False;False;True;0
9;2.283364611;28;13.22936113;256;128;100;-85.26983335;180;11.8037648;8.588601286;0.037199142;156.5882039;0.020132713;10.95389421;2.843822056;480;True;False;True;0
7;0.480214905;28;12.48866282;512;128;400;-87.06474648;272;13.46101415;5.328822214;0.013430042;660.302923;0.193426022;17.32310573;3.83356342;151;True;False;False;0
9;1.384672423;60;25.07980414;256;128;50;-98.70519649;253;15.26105948;2.854213512;0.028436831;269.8050621;0.171882061;6.215223392;1.358845504;154;False;False;False;0
6;0.027994859;100;23.09001368;256;256;100;-85.73941277;249;21.36602417;8.456000847;0.039745147;612.139285;0.183505075;9.747605733;3.579421227;202;True;False;False;0
6;0.740036594;150;16.33960292;64;64;200;-72.30150251;474;18.73601447;5.839952421;0.049432273;765.5592098;0.170971072;19.49477738;3.465479725;368;False;False;True;0
4;2.179385145;150;21.77375147;512;32;100;-99.91994062;157;20.33499977;2.377383374;0.036687614;805.2744719;0.101110805;7.296537572;1.934478394;150;True;False;False;1
2;2.975429854;28;22.30580788;128;32;100;-85.83904581;162;18.50518488;5.550272481;0.019793582;371.6552082;0.185575567;16.13901982;3.169575857;288;True;False;True;0
7;0.297534299;100;14.87522451;256;64;400;-55.92948338;255;20.25388638;4.718830425;0.038662146;561.1899093;0.194199836;10.34590252;1.888828828;168;False;False;False;1
5;1.204482948;60;26.30232655;128;256;50;-70.31757074;455;10.0426323;8.891582787;0.033917177;658.8685866;0.105487726;13.72678289;1.587692108;365;True;False;True;0
6;2.400212906;28;29.52298391;64;32;200;-69.6068588;421;23.96347217;2.134498882;0.018471972;837.5326495;0.043368708;6.493220578;3.292539739;366;True;False;True;1
2;0.612106904;100;29.78658852;64;64;100;-79.83178475;267;11.66380346;8.87688824;0.044044433;785.2497986;0.135138277;9.59617501;4.909897113;183;True;True;False;0
5;1.665254848;100;25.06174577;512;32;50;-66.17639283;265;16.09373644;5.609899151;0.027096177;989.1777889;0.195333275;12.51297412;1.947733397;225;True;False;False;0
4;2.199213888;100;22.79096456;64;128;50;-90.50336169;184;21.56557555;4.63927987;0.048479106;107.2762089;0.175707903;8.475509873;2.421344597;273;True;False;False;0
9;1.847956351;60;11.52517858;64;32;100;-59.06265948;236;16.52846077;2.45770466;0.03891604;493.7404968;0.173744883;13.12804915;2.026292904;389;False;False;True;0
6;0.564074204;60;17.19578247;128;256;50;-94.165544;288;24.20263828;7.307361664;0.035782526;330.4400377;0.187425423;8.296389711;2.065839287;167;True;False;True;0
2;1.066153706;150;12.33178617;64;64;100;-67.19993227;499;17.01383423;9.341260382;0.039134113;207.9040484;0.17985093;14.75150829;2.616768537;320;False;False;True;0
1;2.351375353;150;34.09557902;64;256;100;-82.94253371;478;23.12409108;4.378396185;0.029123881;920.3637954;0.157493516;18.5653151;3.807422043;366;True;True;False;1
5;1.662679542;100;13.37700366;256;64;100;-62.62435147;101;22.1624217;3.174265006;0.030209059;998.1658595;0.146471838;6.28232956;1.155218096;169;False;True;False;1
9;0.015688841;100;13.79438525;64;128;200;-72.51177244;205;24.71479454;5.993802253;0.044048295;262.5365871;0.060305763;8.249240537;4.828496783;349;False;False;True;0
6;2.28297228;60;32.23941546;256;64;100;-77.38234808;463;23.89821671;8.165673536;0.037237141;134.5900535;0.128054604;17.66634541;1.185119518;323;True;False;False;0
7;0.105934065;150;33.59820709;64;32;400;-91.5288799;171;23.47185752;1.033909251;0.045889733;347.5490029;0.109082838;14.47330228;4.525012728;415;True;False;False;0
5;2.237201348;100;29.14572598;64;32;50;-68.15892679;225;20.97406511;6.682396928;0.04563307;851.3757263;0.173769377;6.180633757;4.577512395;137;True;True;False;0
6;0.60744168;150;10.13512309;512;128;200;-51.26150783;269;15.50497221;6.368644006;0.049059601;364.5010749;0.103425389;12.29525173;3.09795675;362;False;True;False;0
5;2.87422044;150;10.03365677;512;64;50;-58.71982875;304;11.59188128;3.863369672;0.038008586;151.2113324;0.034271125;8.146377725;1.547987314;452;True;False;True;0
9;1.103822254;100;19.45251924;256;128;200;-96.99959037;412;20.32967578;5.062807032;0.030092069;147.2429656;0.010944772;7.986445911;3.260583882;392;False;False;False;0
6;0.980794849;60;13.58488425;64;32;400;-81.18853108;436;24.67981122;3.222669017;0.016652468;484.6805221;0.138795893;19.10968015;3.51452864;196;False;False;True;0
8;0.446664151;100;10.45965355;128;256;200;-53.72084954;294;20.89906656;8.108971642;0.038215222;938.6431508;0.114482594;16.42312322;4.431035831;266;False;True;False;0
2;0.916812646;100;21.60166724;512;128;200;-74.84781262;257;23.93094054;6.7108144;0.021663109;357.3283975;0.072882952;15.4434589;3.203581503;482;True;False;False;0
9;2.629952285;150;33.57654744;128;256;200;-66.89440871;240;22.06457069;5.794404598;0.021317903;484.4419126;0.042104709;8.583932256;2.642837584;346;True;False;False;0
5;2.989003013;100;18.09548937;512;256;50;-54.37003272;374;12.44672013;4.532735786;0.019531511;191.7404248;0.098675911;6.778601496;4.353164775;323;False;True;False;0
7;1.104928592;60;26.52851696;512;64;100;-56.31026548;106;13.73805656;3.622459474;0.045004882;544.2155139;0.02905443;18.06248932;4.923807189;201;False;False;True;0
1;1.345831893;100;26.30588383;64;128;50;-74.90898122;492;15.12798403;8.404628374;0.044718578;726.8923579;0.073860613;5.08819354;3.580412821;230;True;False;True;0
5;2.166212815;60;16.27700259;512;256;100;-78.11768487;153;12.52390667;5.062669034;0.035238818;344.0353251;0.082050262;10.82144636;4.497548149;352;False;False;False;0
2;2.658587341;60;26.26063122;128;256;50;-83.01536908;203;18.72476999;5.513026779;0.028919239;367.0401777;0.098467552;9.164187544;3.394940451;250;True;True;False;0
6;1.779133003;150;15.30834936;512;64;400;-64.04902784;441;24.63175786;5.687458575;0.036884578;857.7775229;0.098657943;13.55564301;3.759151966;229;False;False;False;0
1;1.174577095;28;13.05018534;256;64;400;-85.65066003;437;21.4218825;5.035302419;0.034289178;109.3273501;0.058831072;8.757626538;3.75266847;391;True;True;False;0
3;1.237865523;28;27.53458214;64;32;200;-87.50561968;160;16.35080124;3.304795836;0.02662937;672.8236377;0.171540087;9.66808039;3.819147947;288;False;False;True;1
5;2.086854439;150;12.83602043;64;256;400;-82.18750527;186;10.06756721;2.083063962;0.025185235;454.4961714;0.077553266;17.75059782;2.284053776;360;True;True;False;0
4;0.009654791;100;34.92273046;256;32;200;-91.13924716;357;14.69914017;1.886835405;0.025311772;368.5424622;0.053621589;14.04783235;3.302645585;402;False;False;True;0
3;1.858768012;150;14.58631003;256;256;100;-65.2440092;277;17.90138932;7.81716271;0.033565336;691.834449;0.043403878;7.18523791;3.376542336;385;True;True;False;0
5;1.066479031;60;24.85354657;256;32;400;-69.18796753;341;14.86376311;3.011750401;0.035906774;851.2016696;0.071289895;15.89707315;2.260286507;438;True;False;False;0
8;2.382591994;28;20.28436429;512;64;100;-75.85607329;302;11.66552385;1.501055335;0.02806967;602.5529047;0.022835048;8.111888022;2.399409471;266;False;False;True;0
4;0.278971919;150;13.15966056;64;128;50;-80.48371104;130;16.64147435;8.17765666;0.048747658;127.9851597;0.016252429;11.49507395;4.04898706;354;False;False;False;0
1;1.764606801;100;10.69609769;256;64;100;-54.54687286;388;13.79879225;2.386554876;0.013353829;515.2610717;0.124977017;14.69910855;3.330895362;400;True;False;False;0
7;1.44291867;150;25.56830706;512;32;50;-98.54381075;179;23.63848565;6.626314826;0.023881881;516.4839468;0.127637956;9.078943062;1.596844592;444;False;False;True;0
8;1.926976578;28;30.16893909;256;32;100;-61.54461282;110;11.52631793;4.047789443;0.026762987;589.4186453;0.110621759;10.76160222;4.350547955;213;True;False;True;0
3;0.194560783;150;31.05039154;128;128;100;-54.90452141;353;10.73728943;2.13832231;0.010676854;703.8630109;0.154834187;16.01224396;4.532457148;418;False;False;False;0
6;1.739951362;150;22.06783683;128;256;400;-77.68227103;483;10.07971254;4.730328813;0.024598288;117.3865632;0.017438603;19.0686643;2.864564592;344;True;False;False;0
2;1.684453764;28;29.43638668;64;32;100;-72.46547543;490;14.92104527;1.13327975;0.020948397;551.811362;0.187834891;12.93867585;1.835629728;486;True;False;False;0
7;1.681980283;60;26.82117834;512;32;400;-52.77681561;483;19.90580257;8.569404843;0.030241451;629.4769924;0.028062373;5.149564573;4.790425982;193;True;False;False;0
8;1.810463;60;28.10636319;128;32;400;-89.38612424;386;20.95620629;5.621481652;0.023456422;409.0180478;0.138064369;10.07695627;4.529078258;384;True;False;True;0
6;2.029403812;28;22.31497513;128;128;200;-73.99325761;275;16.79892525;2.252440098;0.039047285;701.5287039;0.035345352;10.97951502;1.977526985;262;True;False;True;1
6;2.414966999;150;25.83529351;512;64;200;-76.26394364;225;20.26492976;3.132822866;0.0303973;305.3599454;0.177182032;10.0876043;1.382374945;502;True;False;False;0
5;0.80946216;28;30.13814784;256;32;50;-87.08036761;146;15.39871054;5.031776729;0.015190489;385.6350998;0.107035525;11.54403292;2.76261443;182;False;True;False;0
8;2.475148231;60;19.94710439;512;128;100;-59.07033848;305;20.0170933;2.699824445;0.040002453;966.4798127;0.025635773;14.48999381;3.705587946;483;False;True;False;1
1;1.494767047;100;30.14947252;256;32;50;-55.01997026;206;10.60893978;3.417392454;0.013969156;413.2633338;0.127177581;6.816920405;1.701554341;370;False;False;True;0
4;0.231174837;150;24.80042107;128;256;100;-60.90337101;374;15.86129477;5.809470078;0.043561967;411.8507986;0.011730889;9.089457633;3.052850634;379;True;False;False;0
4;0.175652788;60;14.14752561;128;128;200;-90.23205196;436;21.86274516;8.493481117;0.047256888;636.1125722;0.157444214;12.61472129;2.701661977;148;True;False;False;0
3;1.002714956;150;10.61710393;128;32;200;-95.66256822;222;22.04509046;4.616557171;0.022897812;973.8777969;0.133611147;9.733599623;4.562204595;434;True;False;True;1
3;2.354690931;28;19.06884001;64;128;100;-69.72777573;233;20.74223168;7.452777462;0.047045705;984.7724014;0.050398702;19.86628007;2.718266531;290;True;True;False;0
4;2.123042804;100;23.66740821;64;32;100;-97.14526197;206;13.06357931;8.890157921;0.041720326;621.6921673;0.081202674;11.47147201;3.135105575;483;False;True;False;0
1;2.365844894;28;30.99550881;64;64;200;-66.35870557;404;13.70807678;2.946708463;0.046897424;100.9783178;0.011483272;18.0469873;4.821144784;391;False;True;False;0
2;1.551807169;100;13.187142;512;32;200;-73.47878898;428;24.94133091;8.264727734;0.036650805;910.5908957;0.141799925;18.44764753;2.198767063;195;True;False;True;0
9;1.320596994;150;30.00515869;128;128;50;-66.86071336;149;11.55067011;7.816619785;0.019425762;613.2141681;0.071306946;17.540105;2.155963728;234;False;True;False;0
2;0.44235758;150;31.57522615;128;256;200;-70.49146132;436;12.70994048;4.212435682;0.045780929;429.3967675;0.118601894;5.703473614;4.19838032;194;False;False;True;0
5;0.984578261;28;13.76718718;512;256;100;-78.86487152;194;11.95039383;9.905679636;0.017370603;846.2756269;0.191778249;19.21620097;2.110155945;326;True;False;True;0
9;1.302058099;100;31.28985798;64;256;50;-89.95614099;367;14.91482446;3.363151343;0.018522422;459.8492134;0.066898675;6.931138432;4.32746348;319;False;False;False;0
9;0.265801289;100;34.7863392;512;32;100;-84.71489321;122;13.15263753;3.293229394;0.02084252;130.6400556;0.198145198;5.516054416;1.382142437;129;True;True;False;0
8;0.661835858;150;28.17097078;64;64;400;-73.77497129;153;17.46531939;7.950332482;0.022169852;838.9650008;0.130218393;11.21554412;1.445044989;384;False;False;True;0
1;1.794675882;28;29.61924205;128;32;50;-67.40659532;473;17.1403106;4.911915862;0.030579186;591.2734609;0.055996847;7.919510491;4.605293497;128;True;True;False;1
1;2.206989343;100;34.86038169;256;256;100;-61.02584916;353;23.52258429;3.977154953;0.038538294;404.3291844;0.092987798;7.762947945;3.16324913;485;True;True;False;0
9;2.995042534;150;25.13703126;64;128;200;-61.64146408;334;10.52109921;2.607965248;0.047048327;325.8031387;0.150686093;9.317294201;3.875257067;242;True;False;False;0
8;2.799339994;60;17.69715955;128;256;400;-51.36556284;158;14.79819365;7.887991878;0.013537503;634.4177135;0.094830802;8.726084079;1.901155567;215;True;True;False;0
9;1.927695599;28;30.93827085;128;128;100;-85.70792757;263;18.94986838;8.076896255;0.048174774;287.2445934;0.023016438;15.27193103;1.665097474;324;False;False;False;0
7;1.26374416;60;25.36214444;256;64;50;-96.44446459;358;19.07202643;6.099076029;0.046852919;391.4657979;0.042034696;7.8016596;4.339817049;219;True;False;True;0
3;1.908532094;28;24.52988559;128;128;100;-82.71715322;413;17.20189344;9.615822519;0.012159972;672.8772785;0.160346572;13.14677458;2.434493628;401;True;True;False;0
3;2.356954854;150;16.34088889;128;32;400;-62.83527624;315;22.23498311;3.863469434;0.024412846;893.3900054;0.133190884;19.79639819;2.820130476;471;True;False;True;1
2;0.355008573;100;28.90835674;64;32;50;-78.09441745;282;10.94083257;2.976571409;0.042525736;579.6012956;0.118266841;11.48573631;1.111887589;287;False;True;False;0
5;1.229714669;100;12.0416819;64;32;400;-59.11057847;156;22.23231648;7.09720092;0.034463062;783.1957585;0.041848174;14.62809663;2.543522937;300;True;False;True;0
3;2.519406857;100;33.10717677;256;128;100;-72.53368174;244;17.42131361;7.825677767;0.041163758;786.7545434;0.169173915;19.54057517;4.081751232;160;False;True;False;0
6;1.151498856;28;18.14558652;256;32;200;-53.51041387;189;12.00641043;3.024153735;0.038761334;697.9185574;0.192540621;7.064584971;4.285100709;200;True;True;False;0
2;1.715616814;150;13.19436632;128;32;200;-52.6068279;410;23.2855287;1.689496878;0.029870805;321.2545039;0.017768549;11.27910514;3.795019156;323;False;True;False;0
3;1.763308083;60;21.05916333;64;32;100;-96.5347747;144;19.73843169;8.294648379;0.011648722;880.1097383;0.024826055;17.752886;3.768718934;411;False;True;False;0
5;0.553428759;150;11.06174773;256;64;100;-77.17932801;356;12.4531853;9.788517763;0.033370728;492.6480901;0.178097656;18.98458524;3.024957066;214;True;True;False;0
1;1.086706325;60;27.11565486;256;128;100;-69.51554694;120;10.50474585;6.802050575;0.011942666;139.7896695;0.164954928;14.01854087;3.153317317;436;False;True;False;0
1;1.003533866;28;32.56763776;512;128;50;-87.20637296;120;12.11664472;3.500802101;0.034149069;320.1514031;0.127407547;7.151309038;3.970526987;351;True;True;False;0
9;0.078590126;28;30.93157518;256;256;400;-79.64616103;151;19.1319694;9.970053477;0.042016434;788.9935187;0.18954339;18.52207376;1.989207195;171;True;True;False;0
7;0.072575292;60;13.18423684;128;128;400;-66.11592294;437;12.68944353;9.039399726;0.03339967;162.2200022;0.13282181;7.616698493;1.926068273;463;True;True;False;0
1;2.495091131;60;13.15677843;64;64;400;-88.66328866;270;13.38644612;5.620425817;0.049880872;232.6279619;0.051037202;10.29316772;4.799699296;265;False;False;True;0
8;0.81921243;60;30.33586206;256;128;100;-69.90093235;166;10.37709589;8.427891564;0.02823466;724.8041344;0.148442042;10.63261967;1.110759547;397;False;False;False;0
3;1.554236299;150;33.10635687;512;64;400;-65.12760859;212;20.84396008;8.342384709;0.039953099;903.3407108;0.132684966;11.7093731;1.557861855;486;True;True;False;0
8;0.896176721;60;21.51674575;64;64;100;-95.47518445;399;22.155466;9.413190727;0.036688532;670.3588046;0.197291493;16.85248724;3.281329705;163;True;False;False;0
5;2.822037735;28;22.47427792;256;128;50;-75.1235342;259;21.95272265;8.568314594;0.049657268;300.0619484;0.05064019;17.03216567;3.951339355;161;False;True;False;0
1;0.777890277;28;17.95655103;512;256;200;-86.8459985;365;11.91352227;6.793113124;0.03852876;148.0723869;0.123598138;15.7948261;3.151564332;215;True;True;False;0
7;1.288970438;100;32.35662796;256;32;100;-63.7806822;419;23.54951691;6.483733471;0.016561229;653.6139243;0.158231829;5.331930116;2.420255985;273;True;False;True;0
5;2.618190751;60;26.12257263;64;32;100;-90.52222457;331;20.08418244;5.206215595;0.048220708;142.6587201;0.074406787;13.47267653;4.911904477;143;True;False;True;0
6;2.5258007;150;17.20628943;64;128;200;-55.38810422;424;23.46292934;6.63837076;0.036711089;651.4498467;0.082139121;16.21239434;3.815410741;360;False;False;False;0
6;0.558304254;150;17.46957178;64;128;200;-78.45293317;167;16.70740757;8.156949279;0.012373529;303.0219497;0.178701349;11.6693786;4.325563364;168;False;False;True;0
8;2.407929929;150;32.28000183;128;64;50;-90.09984848;127;16.55432292;9.721338637;0.036302732;914.1904562;0.086797027;19.17404068;1.160987497;382;False;False;True;0
9;1.37456066;100;10.3408506;256;128;400;-78.09891018;215;21.76804778;5.205586224;0.045324776;527.5834016;0.128699242;17.35715783;1.943680442;408;True;False;False;0
2;1.448906616;28;18.06816432;128;64;100;-79.56281186;150;11.39946783;6.162878827;0.033081674;301.54459;0.178955246;14.57232598;2.496684374;253;True;False;True;0
9;0.400439917;150;23.85891703;64;256;400;-78.55405203;280;17.81311055;5.003249456;0.024160786;867.8307849;0.049867051;5.936377755;1.730405592;135;True;True;False;0
9;0.241804541;28;13.70543655;512;128;100;-70.72193533;359;22.54576353;7.016397589;0.042836385;328.6318586;0.196556686;14.78519371;1.291597091;495;False;False;False;0
7;2.183817921;100;12.30246885;256;32;50;-73.94131375;178;22.45288845;6.669284537;0.04130048;375.9391689;0.143371171;18.67369402;1.900366658;477;True;False;False;0
1;1.489383457;60;30.38190828;128;32;200;-92.51114342;372;24.34199285;1.160504112;0.031767286;850.8501091;0.104263122;10.6916808;3.134542525;467;True;True;False;1
7;1.310552108;60;32.36010972;256;128;50;-96.72104637;207;20.4740889;5.870454032;0.016174471;377.9128268;0.091874907;17.57198788;3.782980993;451;True;False;True;0
5;2.188524686;60;30.59016052;512;64;200;-63.52922756;173;13.11655944;1.796382061;0.020039459;469.1473923;0.191329277;9.697417143;4.096083692;303;True;False;False;0
6;2.296538697;150;32.46969724;128;32;400;-72.0141282;274;10.30420472;1.237452562;0.039539359;412.8991037;0.049087717;13.55154937;1.171744619;355;False;False;False;0
7;0.476724503;60;23.82779928;64;64;400;-82.0499616;283;17.19123698;8.120774459;0.042243287;204.760286;0.069219819;14.72636628;2.711944689;450;False;True;False;0
5;1.830675448;150;30.30645302;128;128;50;-59.58210888;122;17.70555798;3.327848759;0.021170611;135.006231;0.068480624;15.16992556;1.488846334;494;True;True;False;0
7;0.406062247;100;19.60106596;256;128;200;-80.59707629;373;13.60393877;4.065895696;0.024719403;752.0866067;0.064911204;18.23823972;2.724801546;145;False;False;True;0
9;2.254125258;100;26.65669654;256;32;50;-60.20174552;228;11.87046171;1.576761288;0.013105275;680.6234115;0.099022229;8.519334005;2.735903396;183;False;False;False;0
3;1.970865469;150;34.72088828;256;128;200;-84.71219362;390;18.79312249;2.615502344;0.038538478;354.1294608;0.197944054;8.935543779;2.992846747;162;True;False;True;0
8;2.869843863;28;15.6431931;256;256;200;-96.35773512;419;21.46383511;7.890443364;0.010143102;366.0392125;0.178869486;15.5606149;4.571322505;245;True;False;True;0
2;0.206874049;60;19.74749366;64;256;400;-53.36801531;285;24.89731155;5.441777472;0.011861661;950.5052047;0.072310418;7.657907187;4.22038201;409;False;True;False;0
7;0.171164163;60;22.00118443;128;32;400;-80.27244354;158;21.37453926;8.926016163;0.010173763;988.9040145;0.090345322;11.96405607;3.546883381;381;True;False;False;0
2;0.846561224;60;13.45038718;64;256;200;-60.36537136;100;21.90448621;4.575179183;0.035812783;526.0914129;0.137201342;5.300515761;4.541629292;340;False;False;False;1
4;0.785117051;150;12.02596526;64;64;200;-86.04279334;230;19.24691317;3.418306622;0.026695485;822.2065709;0.013258819;7.114690055;3.713874466;188;True;False;False;1
7;0.740936397;100;30.74307166;64;32;200;-67.68174439;166;24.78883988;4.12839833;0.02190187;763.0172883;0.165829195;15.18269578;4.275419843;215;False;True;False;1
3;2.718763742;60;34.41985932;256;32;400;-56.33445634;392;19.59934578;7.414946142;0.04650804;367.5859386;0.177161631;16.21192405;3.255113204;398;True;True;False;0
2;0.7486386;100;20.1181266;256;64;400;-97.91779888;384;22.9037993;5.995051051;0.017712112;152.7064395;0.172868064;6.729785499;3.100873007;474;False;True;False;0
7;0.815849178;60;12.1912459;256;256;100;-58.46821177;188;24.18676969;9.137720868;0.02557472;228.3006314;0.081260334;8.415643256;3.896388971;159;False;True;False;0
1;2.278194787;60;11.64529402;128;256;200;-71.43334975;199;23.94787751;6.419518924;0.047612472;854.4647053;0.097779906;6.483566698;1.078757248;260;False;True;False;0
8;1.349219527;150;32.28295516;512;256;100;-69.6264123;288;15.72123016;5.437163876;0.027084263;758.092438;0.012353781;11.50119266;3.761510287;191;True;False;False;0
3;2.330131671;28;21.59535624;256;32;200;-73.84209996;477;11.17993087;8.071774515;0.032187747;697.90136;0.085885116;6.891741061;4.738072874;326;False;False;True;0
2;0.196098473;150;18.00068291;128;32;400;-56.27624484;445;12.57810554;9.527804657;0.013213475;217.5839485;0.097481096;11.55944026;3.855768319;383;False;False;False;0
3;1.462713581;60;21.91153178;256;256;100;-97.82833214;487;10.88834958;4.202613201;0.041606655;675.9376187;0.182325116;15.98147384;1.147174897;469;True;False;True;0
5;0.100840801;60;17.95760237;256;128;100;-86.94858042;340;11.58095402;3.248885891;0.026910351;794.9370983;0.179857658;15.2508295;2.511542563;282;True;True;False;0
8;0.18795961;28;22.22589438;64;256;50;-56.21187306;369;12.76976869;6.545956567;0.042020605;874.5415749;0.193558442;9.206907303;4.238325209;358;False;False;True;0
7;2.71931236;100;31.48890992;64;64;200;-62.38271487;318;15.11641475;5.48985539;0.020151906;111.9081513;0.178169947;15.10643824;4.8344342;428;False;False;False;0
7;0.417736113;100;24.80753428;64;32;400;-99.11774199;275;18.1530947;9.902670174;0.02689915;716.0275917;0.011558135;18.91568196;2.480653423;162;True;False;False;0
7;1.597262047;60;27.36634432;128;64;50;-74.14968584;486;20.67523089;5.161256057;0.041461957;117.18789;0.131877562;10.21286581;4.364776224;153;True;False;True;0
8;1.233286808;100;19.11676691;512;64;50;-73.52136596;440;13.16391004;1.668983962;0.048955111;736.185561;0.02296516;9.936787305;4.455239501;150;True;True;False;0
1;1.042029979;60;28.46264696;512;32;200;-79.95589324;332;20.08783606;9.796321547;0.012385021;672.0592283;0.061792914;13.57157977;1.493145597;268;True;True;False;0
4;2.699500037;28;26.66542712;128;128;50;-85.1303334;250;20.56388612;8.59228251;0.042498247;233.5130766;0.11987845;8.682527165;4.383153867;412;True;False;False;0
6;0.06547019;28;12.98904994;256;256;200;-65.91375748;376;18.37933505;2.604251296;0.022027563;789.5095762;0.143116625;14.77368392;2.296999583;447;False;False;True;1
9;1.991369059;60;24.31607133;128;64;50;-89.61047676;328;23.55426805;9.141447278;0.032029731;161.5128564;0.134380085;17.48392656;3.372950886;283;True;True;False;0
2;2.890183303;28;16.41858741;256;32;200;-60.0525719;270;11.66492221;4.066001387;0.021603691;843.7588964;0.01932109;11.88977758;3.155848477;240;False;True;False;0
1;1.68050455;150;30.10239174;128;64;400;-59.84814196;322;12.65682186;4.394007861;0.034537819;335.7363204;0.029684735;15.19260987;3.652215455;266;False;False;False;0
2;2.810467386;150;20.64844271;128;256;200;-79.23692812;312;16.42997237;9.157523341;0.024152113;719.9666761;0.034431494;14.77828136;3.961858604;501;False;True;False;0
7;0.156773638;28;34.86710413;128;128;200;-85.82259945;381;11.90069103;5.771040085;0.023344596;931.3204069;0.027368732;5.579983428;2.76352439;336;True;False;True;0
3;1.256379957;60;12.31251095;512;128;100;-85.80609092;140;18.49444216;2.239866365;0.011517533;405.8443222;0.04386454;7.751244428;4.553243289;450;False;False;False;0
2;0.780473373;60;29.50869657;64;128;400;-75.8854338;221;15.976007;4.321505434;0.015878416;552.6046701;0.14081268;18.40295003;4.237993686;491;False;False;False;1
7;2.192462895;28;26.84254334;128;32;400;-64.02103876;326;14.26893692;7.498877016;0.046683128;516.8062306;0.167859078;19.08338221;4.141684371;213;True;False;True;0
2;2.943891271;100;29.18747076;512;32;400;-82.05656545;393;12.5498472;2.567657693;0.049931097;241.8502142;0.087674639;16.7065946;2.832987368;412;False;False;False;0
3;0.769590187;150;17.68824489;64;128;50;-69.49783273;187;15.03007358;6.312080777;0.041220823;631.2808094;0.141628486;18.81872222;1.150291543;187;False;True;False;0
7;1.962523804;100;22.30136223;64;256;100;-80.87577697;366;19.11939026;7.257467196;0.021472505;768.7017267;0.04800309;9.592229764;2.969025626;181;True;True;False;0
4;0.594292898;60;29.91271299;128;256;400;-84.77384054;128;18.63677816;4.09468218;0.026097806;925.187346;0.194923229;8.715664577;4.593782137;220;False;False;True;1
1;1.695990764;60;15.81353329;256;32;50;-98.7570242;346;12.45436;7.244926198;0.039580138;865.7223415;0.076499529;10.76450281;1.761800622;452;False;True;False;0
5;1.39179746;100;15.65082992;256;128;50;-99.80429471;415;11.87379716;8.957866166;0.048740542;559.0174418;0.170714712;5.830129978;4.930369888;500;False;False;True;0
9;2.916015989;28;23.77627383;256;256;50;-88.63961611;343;10.40015144;5.249050698;0.028218847;747.1154391;0.189619611;17.14807429;4.23076248;392;True;False;True;0
8;1.825581818;100;23.08908949;128;256;100;-79.67968566;160;10.18638391;4.446183954;0.043180897;820.705072;0.174295653;19.76263228;3.839319169;509;True;True;False;0
9;1.048519116;100;17.05656176;256;256;50;-57.43694163;246;23.19715654;3.260425612;0.049002757;544.1398424;0.022742854;17.36043939;3.708639832;340;True;False;True;1
