Vehicle ID;Position;Speed (km/h);Data Transfer Rate (Mbps);Connection Duration (s);Traffic Density (%);Network Load (Mbps);Latency (ms);Throughput (Mbps);Signal Strength (dBm);Intrusion Detected;Anomaly Score;Encryption Status;Intrusion Type;Resource Allocation (Mbps);Optimization Status
V00453;(65.82229893434885, -179.701763225494);2.526446865;8.187495637;97;27.52091073;90.29824676;41.1592526;9.462310636;-70.67963013;0;0.555031009;No;None;11.8114121;0
V00454;(35.29522825115545, -179.3315625126643);95.78318982;6.687797074;103;69.43197101;73.92883003;32.40490631;16.66521153;-44.74141279;0;0.730837235;No;Data Exfiltration;33.00861949;1
V00455;(-66.88205782409585, -30.534639621556835);73.58817837;4.22580389;44;41.66853145;67.05963843;40.2784271;1.708084504;-46.42677762;0;0.137875904;No;DoS;36.11430921;0
V00456;(85.33006827007998, -23.19137612234684);70.92678569;1.738014386;56;71.8824767;80.7212154;51.32962511;19.15384815;-45.12965972;1;0.551203506;Yes;MITM;36.12857388;0
V00457;(-54.31757761596577, -115.84016161399944);52.97957088;8.186246425;41;49.84614651;18.49113073;67.76628354;2.887515127;-77.57985766;1;0.797309633;Yes;None;40.09610936;0
V00458;(-27.240453685419872, -9.891811677608217);97.71609732;4.874432771;38;74.40524148;91.71860054;57.31008983;17.99836481;-44.79955883;0;0.805030662;No;None;9.30327519;0
V00459;(33.01126225617543, -84.53087772778368);117.4822478;8.237119688;104;71.66819125;32.24157834;42.65718303;4.469454748;-63.21333178;1;0.918139252;Yes;MITM;13.48322671;1
V00460;(25.264337550075652, -29.509079555267732);93.819459;1.45981607;63;27.65058624;78.08415338;11.542219;7.023100547;-51.62612655;1;0.502015619;Yes;DoS;47.34177296;0
V00461;(-17.120723767564513, 68.9490596876058);87.63393258;4.847659025;9;42.49496534;49.32583964;11.51432034;6.837865284;-48.76980776;1;0.775340732;No;DoS;38.98103062;1
V00462;(-82.779412791365, 18.901137624188834);15.23022008;3.269496916;16;68.94739608;22.1461039;49.93607545;1.035481467;-41.8171564;0;0.113848468;No;MITM;30.17932529;1
V00463;(18.14197445997499, 113.45805111438739);90.69832563;6.589046979;106;93.01708384;58.24734498;67.90517306;3.327447824;-61.19854963;1;0.839274602;No;None;3.26306146;1
V00464;(29.567375603258327, -72.87291612430792);19.08335753;4.46207038;92;31.33335861;47.07826392;51.42643;15.42689992;-76.47093837;1;0.831130844;No;MITM;48.1188743;1
V00465;(60.594844803081855, 29.321916853406066);100.6194014;4.142675917;34;92.90570617;3.597254707;57.23966701;7.827170041;-56.9325865;0;0.920926776;No;None;22.76530314;0
V00466;(40.749679218384074, -124.89609891065587);105.7022086;1.280692159;22;1.896309651;28.17180655;35.25538028;9.963030836;-63.27439563;0;0.894202036;No;DoS;40.83140107;1
V00467;(-33.82371724989811, 175.55282278656472);76.46977263;9.480156745;96;49.3952712;72.14678099;73.46626373;12.76371718;-49.43563101;0;0.438150555;Yes;DoS;30.3783008;1
V00468;(54.220664124457244, -121.4063067575934);98.16046917;4.605766934;16;20.69614385;38.98788604;93.23750408;1.353943486;-53.2190672;1;0.924187104;No;Data Exfiltration;32.67600688;1
V00469;(-86.57061082263786, 37.765791887092945);70.89304267;4.886770943;41;56.10417873;89.67814064;21.89266987;15.95612659;-44.54739255;1;0.859668271;No;None;20.31988695;0
V00470;(77.89480902283358, -146.69817708630964);3.136455584;5.710797682;91;25.80966848;89.59002705;22.26914679;13.90813345;-62.47990964;1;0.105325419;No;Data Exfiltration;27.09894452;1
V00471;(-50.747236742237654, -0.4917174039264012);114.6266121;3.420854413;91;97.52995322;41.36182505;18.49693168;8.685245424;-70.8046413;0;0.078384042;Yes;MITM;0.769790918;1
V00472;(-55.95832515507515, 76.56700844696269);29.27476186;7.658817731;79;69.74930371;0.16253745;31.98353504;10.27917471;-60.24864757;0;0.918832842;No;Data Exfiltration;45.12485441;0
V00473;(-42.46491380065106, 97.98595227246494);66.18480967;0.804255671;70;69.33947911;72.40207468;14.84974987;14.99989831;-61.73786674;0;0.25217427;No;DoS;46.48606311;0
V00474;(-39.36361896522827, 1.4164408477726624);75.22628837;1.689645094;71;88.93517582;64.31888957;71.29883208;2.985581162;-62.78182982;1;0.911522716;Yes;DoS;33.14473569;0
V00475;(-70.49080906838539, 91.94504639582834);102.8613701;1.882416702;16;94.38126971;97.60071218;53.93071867;15.86622754;-50.0126538;1;0.839831573;Yes;None;29.44060238;0
V00476;(78.82292693898364, -162.51561195968068);5.621482303;2.023520397;37;44.76646486;10.87816463;33.72694573;7.599552401;-52.82597693;1;0.025328676;No;None;8.165477254;0
V00477;(-50.10062596749803, -56.28356538335052);21.32444168;5.974935506;98;33.4957604;67.70203868;49.87067405;11.94096779;-61.5950519;0;0.87498504;Yes;MITM;38.40406678;1
V00478;(-20.995286895402245, 27.921512828149417);10.13495615;1.070470744;117;97.49401623;51.35213606;36.6903031;8.638061093;-55.03916516;1;0.588724095;No;MITM;46.15944787;0
V00479;(67.63974403884478, -10.21522852994039);107.1825281;6.308593078;30;45.32439968;1.525968232;73.98631;12.49455076;-52.5776795;1;0.362160314;No;DoS;10.87440083;0
V00480;(6.639917875711362, 56.337509310603394);19.03229922;5.867473036;51;48.06807648;30.46831035;65.97789789;5.164279328;-74.59106659;1;0.747855408;No;Data Exfiltration;16.16135037;1
V00481;(4.585685464261957, 64.95994391250511);103.4474823;6.548686172;40;47.98975076;60.64384712;27.46614197;1.387021954;-79.55628942;1;0.863406957;Yes;MITM;39.28919779;0
V00482;(-36.554430720720816, 31.650842634009905);96.37138463;7.993353809;13;74.94462106;88.63357634;27.46860021;18.81776198;-72.45435315;0;0.551396239;Yes;DoS;15.10677349;0
V00483;(1.7442628985007218, 34.852929006927525);79.5661135;8.728070305;24;94.37955566;62.68714935;67.14792674;8.915981254;-42.03337521;1;0.100126774;Yes;MITM;28.07042537;1
V00484;(52.79185689830325, -8.479828563707798);2.628552975;7.022370269;42;7.170424586;18.95520773;96.71414525;9.484780117;-61.50183917;0;0.996296228;Yes;MITM;7.897984235;1
V00485;(-32.78103271664824, -58.15932341874142);21.03799513;4.414909645;53;64.3708246;36.84687119;97.2275953;16.19454651;-44.61664765;0;0.851197989;No;None;42.37422272;1
V00486;(-64.28382726209023, -151.01680364401915);5.227723646;9.952341887;104;19.2237274;37.14996841;44.02440442;7.461320438;-67.54082261;0;0.167651781;Yes;DoS;26.05963009;0
V00487;(-2.594975421076498, -42.03221774840134);113.5609145;9.754401741;107;81.81784054;10.44418643;82.05217024;18.70584595;-52.98070911;0;0.948635278;No;Data Exfiltration;26.72560213;0
V00488;(-83.54514590689165, -113.24179632424156);13.57224711;6.747005464;94;40.74055399;73.0087728;72.96066565;12.57550453;-52.4580422;1;0.845064022;No;Data Exfiltration;36.58727731;1
V00489;(-72.38066613622699, -161.4804370124017);79.40305207;8.177777918;115;92.9638491;89.10733589;40.2120141;10.91631238;-59.94022392;1;0.483996535;Yes;Data Exfiltration;20.32216319;1
V00490;(18.37150222958323, -3.384611139931934);24.30514026;6.712036555;9;64.51513464;26.52059678;19.9643552;15.17692674;-60.75544024;1;0.914806506;No;DoS;24.51764561;0
V00491;(-9.155177294162556, -134.23722838341766);101.548457;6.546745797;52;3.599198886;28.75775152;99.71242497;17.20324053;-62.92339894;0;0.650825133;Yes;Data Exfiltration;19.06343631;0
V00492;(53.29406234610758, -65.24670596444264);72.35028821;6.035050669;5;60.94764419;12.19781423;56.3641525;14.38669602;-68.70053951;1;0.385381937;Yes;DoS;11.31966702;0
V00493;(-9.925476070372937, 159.04105424317635);84.07586233;7.306855975;119;81.13571055;80.75953495;87.24354063;16.9316297;-52.30045283;0;0.903323139;Yes;DoS;16.94532361;1
V00494;(-20.172306658047816, -51.96237831203558);3.079424546;5.622885777;50;60.29008113;55.01670925;74.09404213;13.87534938;-55.40327232;1;0.134767743;No;Data Exfiltration;36.81834316;0
V00495;(7.962592385696439, 76.77995148396064);67.29273989;9.423473183;16;52.78255258;5.11992584;71.69650521;17.44316976;-47.14068542;0;0.706437677;No;MITM;24.59559713;1
V00496;(76.69436438841299, 36.44806058978503);79.73739058;0.592792385;83;86.22175802;28.32734447;49.79721139;2.650982699;-74.57551516;0;0.422254425;Yes;Data Exfiltration;22.72498768;0
V00497;(-38.324403573542156, -129.92820500220017);2.000476483;2.704506144;13;17.46071158;35.24899517;28.1611494;12.98246053;-71.64339432;0;0.470750071;No;DoS;44.02606451;1
V00498;(-10.986398753699405, -74.21519178060075);108.9738333;9.860653405;37;19.38946997;86.23776054;86.39726669;11.85940284;-54.22118396;0;0.705159239;No;DoS;47.17868147;1
V00499;(80.48755020546972, 127.07912246668741);22.55285938;7.670359329;70;56.86920044;39.7613397;23.66559401;11.14243704;-68.99550618;1;0.54868029;No;MITM;8.955923243;1
V00500;(78.08879230440618, 20.929119775851888);22.68407752;7.16933405;52;88.66991408;61.96004371;89.23875182;15.43011122;-65.70338378;0;0.73474811;Yes;MITM;35.0008603;1
V00501;(6.20385200493493, -107.61443318476067);44.10361129;3.179420138;74;15.89731423;41.38192518;41.70283341;3.269768763;-72.07535422;0;0.212610967;Yes;MITM;17.85240499;1
V00502;(-29.667796520395754, -12.10458774567357);111.2285591;3.04665376;83;27.03971999;54.95755029;87.47847178;11.61426201;-51.30824242;1;0.008877274;No;None;11.35568956;1
V00503;(69.67125581832826, -132.27182255792178);68.07349981;7.273995428;5;43.91351394;45.37915714;52.80504419;6.030968118;-78.03101298;0;0.887163989;Yes;DoS;7.869103084;1
V00504;(-53.89983350652848, 20.9470370944193);85.41146606;9.821503644;110;38.26442481;47.19946573;94.61248583;10.71511242;-66.85222468;1;0.43927345;Yes;Data Exfiltration;14.58630755;1
V00505;(-78.80242681346326, -99.50281166105403);118.5075849;3.125232934;55;93.41478947;39.05128753;77.45885547;3.755798227;-76.33450883;0;0.810146295;Yes;DoS;31.07624817;1
V00506;(-64.30451241815115, -95.86977103731076);70.73891801;8.877322455;119;98.50542002;44.04447515;31.51907167;15.30826752;-78.11734606;0;0.291795689;Yes;Data Exfiltration;30.74361504;0
V00507;(72.93452679861437, -120.57037371646045);69.77745956;6.351587549;79;57.59247386;1.819505692;18.87048598;1.414815821;-40.42958994;0;0.758454235;No;MITM;10.77898247;0
V00508;(10.471455426688834, 178.55820000918834);66.98454649;5.947842103;26;64.81913774;48.80236239;33.17227676;14.12222289;-57.30945397;0;0.1725317;Yes;MITM;7.302201345;0
V00509;(24.25339986157711, -101.74432754228341);55.2083083;5.399145217;17;9.375154979;70.89981417;91.37393314;4.274339917;-71.93687071;1;0.457777317;No;Data Exfiltration;7.658993495;0
V00510;(-80.88382427966299, 116.80644812244071);45.83031232;2.93444487;68;6.1516028;54.20761898;20.30757357;2.863527972;-67.34823182;0;0.416915175;Yes;None;19.19130025;0
V00511;(-63.79181851772912, -82.15766769741805);16.8413077;5.102467589;65;44.01982818;17.61964292;21.53440074;10.42431417;-74.32413459;0;0.558391033;No;Data Exfiltration;0.423373025;0
V00512;(6.75162247546578, 59.28251199320516);101.3652953;6.061362928;115;41.76078679;69.99564867;85.09887625;15.84074587;-65.46679214;0;0.946208387;No;Data Exfiltration;35.74674318;1
V00513;(-0.5550026485312145, -125.24538755660353);87.2275988;7.385421596;47;12.75991822;42.29143817;44.86080772;4.249104191;-60.66272721;0;0.085857742;No;Data Exfiltration;32.92453739;0
V00514;(-83.00203810214242, -75.82481729146389);18.36685751;4.650273839;102;12.02820782;24.3987131;61.11235051;13.14127154;-46.38776988;0;0.20200131;Yes;MITM;32.44782699;0
V00515;(-88.52014414938101, -132.4988244604095);75.31647583;7.349652446;101;78.00793575;42.43088699;41.11880038;10.11285976;-47.51343878;0;0.432728411;Yes;Data Exfiltration;12.16941099;0
V00516;(-33.63106794066923, -140.08958856600538);96.80549398;5.215855914;75;87.90790928;80.38700321;55.0834608;13.17917228;-68.50568308;1;0.161480498;No;Data Exfiltration;41.16468781;0
V00517;(85.18209292386791, 113.86516095031504);12.10337828;9.085623926;106;50.9021836;44.85497859;60.92781013;9.799934172;-77.24580788;1;0.610810821;No;Data Exfiltration;18.45643657;0
V00518;(-7.409258195800334, -160.0453379513274);99.54130774;4.684359046;6;18.23032169;74.9150843;60.7165949;14.57933689;-68.00697317;1;0.560887186;No;MITM;27.92693134;0
V00519;(37.76431147395769, -95.7128322114869);44.12496344;8.575732955;45;29.91694387;91.4913798;38.99431506;7.109202511;-55.36212302;0;0.489828083;No;MITM;18.16093042;0
V00520;(-27.601782882812863, 154.30229481737553);70.42919686;5.099853348;89;11.31855877;24.52262764;84.49569765;10.26323971;-75.2859766;0;0.119047729;Yes;MITM;44.83544616;0
V00521;(20.54929508862159, -167.73782889691208);103.6011486;9.491617448;87;9.446606644;95.19570042;20.54469667;8.561738084;-54.72880839;0;0.869943829;No;DoS;16.54027292;0
V00522;(-28.136914955798375, -96.34505093895322);94.13355145;9.956655604;15;88.59309669;3.600844573;35.73330931;3.39498025;-78.32558032;1;0.50895558;Yes;DoS;44.23158429;0
V00523;(-89.34236158344429, -113.76273014288459);38.47803904;0.522439093;119;10.08380985;52.39849514;20.33141119;1.827520317;-72.23779671;1;0.922116096;No;Data Exfiltration;22.70750774;1
V00524;(50.19829989923343, 28.284765757101923);68.18726207;1.26281632;97;26.33692582;29.81392531;96.96001744;8.522159814;-69.33840318;1;0.342792836;Yes;MITM;45.49692147;0
V00525;(63.32493927400105, -133.27889643006813);35.38860913;9.892372149;76;92.63944504;57.5168462;47.34096991;7.729921333;-78.24475546;0;0.948083745;Yes;None;11.08954906;1
V00526;(61.30936836623667, -131.012668307309);107.0139489;4.325583534;98;56.07502049;6.030042907;15.39788657;15.89496697;-47.62751043;0;0.900944621;No;DoS;31.98718609;0
V00527;(50.12567458449831, -32.299789397674914);76.84163844;4.094409913;72;58.11905463;29.72306721;13.31357507;15.69235374;-48.47917354;0;0.033532198;Yes;DoS;21.23721865;0
V00528;(-26.013698441310183, -157.86795019894353);48.98797691;5.091112218;13;56.80969556;97.2783547;18.92674248;4.86778305;-47.93669675;1;0.376727455;Yes;Data Exfiltration;45.99466081;1
V00529;(34.15413924791956, 6.320424999369095);100.7291555;8.238774445;67;70.74651075;99.13035935;22.23404509;3.792902289;-61.13135995;0;0.469415417;Yes;None;42.20430305;1
V00530;(76.52083631871324, 39.66098350531945);93.01751917;8.757741475;20;70.86949952;45.8246744;11.70142453;1.900702637;-71.27739922;1;0.893118053;No;Data Exfiltration;28.53061956;0
V00531;(-21.049171775559742, -47.05312598317738);35.70906641;9.059476135;87;98.74752073;3.860972874;41.4786731;16.26684557;-45.667722;0;0.60023526;Yes;MITM;1.257144705;0
V00532;(-38.712496518168656, 13.10060846707293);79.71205199;6.023601216;74;43.49733172;60.01115724;70.92809581;10.25142284;-43.9687655;0;0.31172326;Yes;None;17.69859807;0
V00533;(89.82252480143012, 76.3603513447116);102.1209053;1.873596325;21;56.30434259;97.09590419;83.58478327;7.536933656;-72.39536706;0;0.254960115;Yes;None;12.88675934;1
V00534;(49.10187212061979, 165.04747490990775);37.15066862;9.971834344;80;61.75795825;40.39544383;82.36708128;16.91414594;-46.56694931;0;0.580314954;No;DoS;46.19695733;1
V00535;(-16.86173902259327, -170.40455443665);113.1477922;2.124163429;101;80.89100202;31.49926767;15.80626393;12.47338091;-47.59731834;0;0.135284116;Yes;Data Exfiltration;30.13178845;0
V00536;(82.60497039845757, 145.21742746593532);84.13516973;3.756066072;105;70.99830138;31.29471683;28.78375725;17.7924086;-71.33279496;1;0.966228263;No;MITM;39.00757501;1
V00537;(-78.39665702869371, 151.73517267752135);6.785964802;5.881629962;6;27.62507479;31.14277219;91.34196126;17.99461348;-64.60029295;0;0.07846887;Yes;DoS;20.30070322;0
V00538;(14.166614722900903, 143.0737077118273);87.91590012;5.946888622;10;53.16347666;42.37428602;59.0366975;11.26116662;-50.05576614;0;0.531289651;No;DoS;20.95829953;0
V00539;(-0.05578121411269876, -57.48592025487579);47.16913208;4.135533775;33;62.66717325;29.28117728;65.32987042;10.93567556;-68.50416503;0;0.496311177;Yes;None;7.449703605;1
V00540;(-59.49651276147011, 126.80562840467957);46.27771081;6.659444408;18;51.08295399;0.100286427;30.84155159;7.947754627;-44.71007281;1;0.076416782;Yes;DoS;1.92340312;1
V00541;(50.87543604475948, 142.75736337314441);85.64338366;9.018746871;18;56.85859738;69.14076413;91.24802386;17.93492568;-78.48694329;1;0.629913365;Yes;Data Exfiltration;47.3963665;1
V00542;(-71.0285309115392, -65.93864485743097);32.4554574;5.906244641;107;71.01906459;43.9526909;91.34019519;7.427271981;-55.37117433;1;0.06931014;No;None;11.4448973;1
V00543;(14.952694019163786, -100.6927790739341);15.40364718;7.621416879;70;29.24919321;35.78816497;29.6598163;18.05558548;-51.51687613;0;0.731024797;No;None;18.82555759;1
V00544;(-77.60062622647901, -70.10403050419268);77.17948683;0.640019291;56;77.78093526;98.58011119;62.94231283;14.21313421;-73.54589622;1;0.204093128;Yes;None;2.747951113;1
V00545;(-16.805419483608134, 93.90324441188085);4.335019011;6.67134008;66;34.37498052;1.502464233;44.77089426;7.002036709;-73.33059779;1;0.508450964;Yes;Data Exfiltration;22.26756998;1
V00546;(-5.142472614070627, 156.33249861238647);82.59155051;9.824175307;43;42.63876158;35.084514;94.21724498;10.20400187;-46.12494818;0;0.912811967;No;DoS;11.25185172;0
V00547;(46.38600925481603, 56.762861888319435);51.23915923;4.426763453;67;73.57331795;49.11793435;83.93732669;12.3892871;-61.3975802;1;0.243248273;Yes;DoS;2.731694399;0
V00548;(61.459833264262926, -29.51748763317596);3.163510929;9.198888433;77;19.03227597;3.53233432;35.46944932;4.934701412;-54.91684506;0;0.043291575;No;Data Exfiltration;10.39118759;0
V00549;(-43.387526840803226, 100.9546834353975);59.99030585;1.207146799;68;96.89105763;4.762903928;56.91219562;13.29534936;-56.6427215;0;0.020411823;Yes;DoS;5.332455764;0
V00550;(73.72490857594366, 141.97502952655697);10.32154587;3.799096817;22;92.01108634;15.79936132;68.81900129;11.72574952;-56.97618806;0;0.87958787;No;None;24.63549524;0
V00551;(-73.03794090988768, 102.02558639015416);40.79979844;6.50296306;120;15.46840371;32.05281968;29.73348186;3.397982657;-66.81415989;1;0.879550929;Yes;DoS;18.91220724;1
V00552;(32.755585304779444, -4.7071368806648195);33.89123757;8.7779626;76;37.76790261;28.69269189;62.27467254;18.68815929;-45.45122851;0;0.609195326;Yes;None;42.32033346;1
V00553;(-76.77807289782297, -76.58321785482177);32.68780801;1.620241812;108;78.8418063;33.94720926;17.92295327;7.144631074;-77.18299149;1;0.568826784;Yes;None;17.34161712;0
V00554;(62.78481490208648, 39.57025200444403);27.28950291;2.824452694;41;30.32426899;2.237475774;10.74554789;10.14517648;-69.36723138;1;0.152060717;No;Data Exfiltration;6.426945916;0
V00555;(-71.97150721714466, 43.64033958562578);97.72531648;9.784575435;90;50.06198769;79.84080778;34.05155327;15.93482249;-45.67667508;0;0.925431192;No;MITM;38.70188404;0
V00556;(65.01023449664822, 62.68283915130502);30.18551904;7.113969549;20;73.7754728;61.50739242;27.89139873;9.574541679;-65.04171731;0;0.996461819;No;Data Exfiltration;36.84808053;0
V00557;(54.657380263414126, -51.69160832533382);3.260798872;2.909622987;100;85.49428298;95.74607214;12.76071163;19.38742133;-73.28354822;1;0.887629662;Yes;MITM;0.120338846;0
V00558;(79.78262862257495, -125.75553725059991);73.56344933;7.611509556;84;27.05257165;15.51077356;92.26109108;9.253514137;-75.4100061;1;0.632095566;No;MITM;2.164469872;0
V00559;(69.88913263041232, -144.8321361238646);19.02099165;3.252843262;53;81.70752195;11.30299794;60.42798807;10.9039599;-79.09403855;1;0.788957114;Yes;DoS;38.42438185;0
V00560;(14.66939617625745, 111.07220336986637);39.01101609;4.568487643;102;42.56388941;21.59474592;13.6996417;1.579183482;-61.70882105;1;0.349702648;No;None;15.45672684;1
V00561;(8.960126541721351, -69.84202579414577);29.4569833;7.703879474;39;4.248880846;98.4446586;85.49548866;6.511451945;-77.85562707;1;0.301751976;No;MITM;25.09096139;1
V00562;(-68.29293115114663, -90.74627456578428);16.15254124;6.190544237;61;38.20742617;14.27611598;41.20847092;12.56304156;-44.56155353;0;0.206386539;No;DoS;2.51460258;1
V00563;(-81.47937110600722, -111.80600920619821);117.798309;9.191667256;117;17.30723631;28.58277318;53.87090579;11.41149223;-62.2208874;0;0.769615443;Yes;MITM;3.516026725;0
V00564;(38.76292186894639, -102.78913502191841);119.4303775;4.376882851;52;62.14665364;79.98259095;59.81238478;5.325973788;-78.44016242;1;0.621272096;Yes;Data Exfiltration;40.60782259;1
V00565;(87.30232410095493, 67.01689945923943);42.09335665;1.432889765;106;84.98530878;18.21925619;52.88426513;2.088820854;-68.72292896;0;0.353492058;No;MITM;24.56860282;0
V00566;(-54.22011564334093, 141.93180224193298);104.9696373;9.185244349;7;88.69969714;0.16356412;25.78453187;14.59935819;-66.27970205;1;0.615556947;No;None;5.282860226;0
V00567;(84.73084063671658, -139.95130085809163);10.60606176;3.40000143;50;5.688866296;91.75471543;92.93310142;17.16259867;-72.38423148;1;0.303133465;No;MITM;28.48340867;0
V00568;(46.33332389832617, -24.154985091509445);109.1881242;0.958396985;47;31.22073334;80.62679783;46.05796759;11.17106204;-64.3451036;0;0.080076114;Yes;MITM;26.28823463;1
V00569;(-31.55024222390597, -55.42157497220242);20.64473296;8.103645767;113;30.06212449;17.16431165;70.37149444;6.663023905;-57.13226171;0;0.309038814;Yes;Data Exfiltration;18.77492607;0
V00570;(66.17838824361112, -8.22340042627664);70.26503685;2.872674653;57;46.59173256;52.41541067;59.02697204;13.08034925;-58.56997452;1;0.975364222;No;None;9.645011295;1
V00571;(-53.63498825315488, -80.73611026267385);33.38189204;3.364747265;67;33.17948039;29.65431883;84.98365393;13.79977232;-48.42211243;0;0.224789204;Yes;DoS;17.34239961;0
V00572;(-87.72046664335495, 84.69734049142318);48.86785965;7.085403575;32;4.257243975;27.92675075;82.78346915;10.38759056;-77.0877471;0;0.62708697;Yes;MITM;13.38007203;0
V00573;(-24.75069878316117, 115.85307039948935);81.18494061;2.904654487;87;72.37054724;67.75262598;88.54297143;18.80955434;-68.10826328;0;0.622905058;No;None;15.64198998;0
V00574;(82.59358568303404, -108.0224415694841);54.62742813;3.410474937;116;12.90333587;43.47552906;19.29670412;1.728041143;-76.6944163;0;0.796570329;Yes;Data Exfiltration;38.19844395;1
V00575;(-70.56141265376661, -149.0555265536118);5.060871666;7.935678203;65;60.43870875;86.62595441;18.14357098;3.486622173;-70.47972159;1;0.3173159;Yes;Data Exfiltration;34.74702471;1
V00576;(-74.82262850396322, -148.78497382759002);73.62401816;6.327036413;25;28.5158155;9.907480074;13.99892672;16.84811855;-49.10654444;1;0.679737843;Yes;Data Exfiltration;15.63348992;1
V00577;(23.146992906677156, -124.2146196053633);7.535738174;5.160906645;21;64.25905573;68.43392046;12.2154838;13.97601476;-55.27083906;0;0.328251347;No;MITM;25.32257898;1
V00578;(-67.77055226390479, -133.77201347873236);44.12819011;8.793868322;55;87.12302388;59.78385373;63.70172959;14.23156744;-47.58142366;1;0.816671448;No;None;13.8992914;0
V00579;(-67.75900415519561, -90.87289459917753);60.59037314;5.41612406;89;83.93919771;44.05392319;10.6313708;11.20312175;-61.60286823;1;0.434205279;Yes;None;49.70874125;1
V00580;(-3.42677704698869, 179.39054663701626);78.07780632;4.025014392;115;95.57354044;60.86765145;67.13436459;16.53937112;-60.12461433;1;0.717632106;Yes;MITM;39.54798248;0
V00581;(11.559898769804704, -26.83834241532921);28.40868764;9.486694097;25;26.36167029;6.950417387;66.60694994;14.33465654;-58.8168565;1;0.095420624;Yes;MITM;18.79107162;1
V00582;(-47.64218010837418, 97.32984758653117);112.3848138;5.474660786;115;38.79617357;64.57797523;36.78366814;14.18042912;-46.54627716;0;0.453421937;Yes;DoS;49.7901631;1
V00583;(62.121254751643306, -89.36034446777187);78.77191616;7.609982979;102;24.15119973;70.66430521;74.93591009;9.956615104;-73.14857987;1;0.854988051;No;Data Exfiltration;42.84750177;1
V00584;(-23.69918167667197, -177.26085158946395);49.67453346;5.286205142;19;43.09868901;7.230680984;80.99231163;13.84291567;-54.87726577;1;0.204824643;Yes;None;17.89447047;1
V00585;(77.13056860917015, 118.43288521486494);119.4802017;8.771495343;108;8.145982058;32.76330197;68.45000329;10.03881485;-41.99699897;0;0.10643438;No;DoS;10.54892232;0
V00586;(-61.02121725673592, 166.88033402967335);0.365121096;9.930054959;6;54.99826052;79.04681244;53.93634852;17.585415;-50.56682672;0;0.358645443;Yes;MITM;4.844831818;1
V00587;(66.38395937829537, -31.946901779945563);29.32613094;4.125057955;89;43.80082068;86.30700285;64.49339195;11.78454523;-69.42683255;0;0.216059498;Yes;DoS;28.41109615;0
V00588;(74.2591905597562, -178.98784972021008);53.04809012;9.971995273;66;92.61691135;12.32258691;29.49010133;5.558845584;-79.22785305;1;0.267293652;Yes;MITM;10.22901673;0
V00589;(-59.792996354190755, 103.1403056288986);26.66582119;2.080697202;70;9.724426903;27.30051326;49.44801341;16.86792043;-67.3155371;1;0.692263334;No;Data Exfiltration;9.164496472;0
V00590;(-36.820466592389096, -54.90796148970509);48.32757913;8.8048745;9;21.541611;19.20054922;75.3717336;18.18633809;-78.61903213;0;0.882164949;Yes;None;0.176187107;1
V00591;(-62.77729128522871, -154.24894560260861);96.52919573;5.187420265;118;79.25049477;30.27393831;62.55535119;13.90454625;-50.32897666;0;0.946489713;Yes;DoS;10.62411323;1
V00592;(-22.16804638810173, -101.62754158809616);107.0308007;6.208634384;98;48.07924094;38.1925752;69.60386328;3.369228111;-72.86903255;0;0.535393135;No;None;28.04430305;1
V00593;(55.56767333816492, 98.25560123351096);99.95604082;4.888799701;17;49.81423383;90.15979618;35.06291352;14.93390817;-61.91718195;0;0.214015996;Yes;Data Exfiltration;41.76429155;0
V00594;(34.954598800199605, -165.02812018782245);15.94552291;5.137928962;30;9.928608842;72.62510418;40.49053764;8.426798591;-63.30985285;0;0.396861272;No;None;22.79751268;0
V00595;(-17.0885643066308, -79.23770083461373);8.961214383;8.731157264;113;26.42746686;23.19250365;21.20408451;15.23195817;-50.50261104;1;0.431479392;No;DoS;43.78926778;1
V00596;(-53.43555542902378, 159.24894101064996);82.37435806;3.911811032;33;23.08025657;74.78572684;41.86661109;9.344515244;-52.77306564;1;0.206466727;Yes;Data Exfiltration;7.391492383;1
V00597;(22.405258773940915, -13.11783790568228);42.58424961;4.503271814;45;54.41309367;62.63425784;63.75117221;8.81369891;-51.90374267;0;0.131653036;Yes;MITM;3.119842555;1
V00598;(57.05531643745431, 139.5228008321842);112.1394739;4.008429177;38;55.5424083;85.57173388;53.6196428;5.218450756;-43.79689526;1;0.912176349;Yes;Data Exfiltration;21.21217351;1
V00599;(-28.421551441987233, -166.52362662887379);82.81775259;1.019279053;46;11.1321935;14.56267829;44.75008692;5.562852087;-57.6409061;1;0.871011598;Yes;DoS;11.38513451;1
V00600;(-9.846758425422763, 176.74544413263322);32.37666119;7.820766218;44;9.658215052;30.98958057;57.98813408;12.8069832;-65.02231851;1;0.999343468;Yes;None;20.3921664;0
V00601;(-87.82130988243475, -42.72701179776027);57.25984486;6.376329212;79;85.16219764;64.55269426;52.62362001;18.53060591;-44.0914974;0;0.393809758;Yes;None;38.34610257;1
V00602;(-87.73099254475962, -66.01131465742576);102.6269462;5.686425402;97;26.33134763;7.901953434;66.63968316;19.4384285;-75.11470924;0;0.156295152;Yes;None;25.39279265;1
V00603;(54.44796732358307, -117.44548656626147);36.14247722;3.251658361;33;31.70733882;82.43027262;47.07227693;7.802694833;-73.99385922;1;0.843213558;No;None;20.0334146;1
